.env	.env		env	228	0.22	2026-04-27 01:27:35
.venv/Lib/site-packages/pip/_internal/cli/autocompletion.py	autocompletion.py	.venv/Lib/site-packages/pip/_internal/cli	py	7193	7.02	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/base_command.py	base_command.py	.venv/Lib/site-packages/pip/_internal/cli	py	9579	9.35	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/cmdoptions.py	cmdoptions.py	.venv/Lib/site-packages/pip/_internal/cli	py	37592	36.71	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/command_context.py	command_context.py	.venv/Lib/site-packages/pip/_internal/cli	py	817	0.8	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/index_command.py	index_command.py	.venv/Lib/site-packages/pip/_internal/cli	py	7094	6.93	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/main.py	main.py	.venv/Lib/site-packages/pip/_internal/cli	py	3137	3.06	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/main_parser.py	main_parser.py	.venv/Lib/site-packages/pip/_internal/cli	py	4403	4.3	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/parser.py	parser.py	.venv/Lib/site-packages/pip/_internal/cli	py	13827	13.5	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/progress_bars.py	progress_bars.py	.venv/Lib/site-packages/pip/_internal/cli	py	4706	4.6	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/req_command.py	req_command.py	.venv/Lib/site-packages/pip/_internal/cli	py	17484	17.07	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/spinners.py	spinners.py	.venv/Lib/site-packages/pip/_internal/cli	py	7362	7.19	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/status_codes.py	status_codes.py	.venv/Lib/site-packages/pip/_internal/cli	py	116	0.11	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/cli/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/cli	py	131	0.13	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/cache.py	cache.py	.venv/Lib/site-packages/pip/_internal/commands	py	9142	8.93	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/check.py	check.py	.venv/Lib/site-packages/pip/_internal/commands	py	2244	2.19	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/completion.py	completion.py	.venv/Lib/site-packages/pip/_internal/commands	py	4565	4.46	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/configuration.py	configuration.py	.venv/Lib/site-packages/pip/_internal/commands	py	10105	9.87	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/debug.py	debug.py	.venv/Lib/site-packages/pip/_internal/commands	py	6543	6.39	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/download.py	download.py	.venv/Lib/site-packages/pip/_internal/commands	py	5178	5.06	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/freeze.py	freeze.py	.venv/Lib/site-packages/pip/_internal/commands	py	3099	3.03	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/hash.py	hash.py	.venv/Lib/site-packages/pip/_internal/commands	py	1679	1.64	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/help.py	help.py	.venv/Lib/site-packages/pip/_internal/commands	py	1108	1.08	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/index.py	index.py	.venv/Lib/site-packages/pip/_internal/commands	py	5514	5.38	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/inspect.py	inspect.py	.venv/Lib/site-packages/pip/_internal/commands	py	3184	3.11	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/install.py	install.py	.venv/Lib/site-packages/pip/_internal/commands	py	33733	32.94	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/list.py	list.py	.venv/Lib/site-packages/pip/_internal/commands	py	13638	13.32	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/lock.py	lock.py	.venv/Lib/site-packages/pip/_internal/commands	py	6027	5.89	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/search.py	search.py	.venv/Lib/site-packages/pip/_internal/commands	py	5782	5.65	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/show.py	show.py	.venv/Lib/site-packages/pip/_internal/commands	py	8066	7.88	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/uninstall.py	uninstall.py	.venv/Lib/site-packages/pip/_internal/commands	py	3868	3.78	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/wheel.py	wheel.py	.venv/Lib/site-packages/pip/_internal/commands	py	5880	5.74	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/commands/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/commands	py	4026	3.93	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/distributions/base.py	base.py	.venv/Lib/site-packages/pip/_internal/distributions	py	1830	1.79	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/distributions/installed.py	installed.py	.venv/Lib/site-packages/pip/_internal/distributions	py	929	0.91	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/distributions/sdist.py	sdist.py	.venv/Lib/site-packages/pip/_internal/distributions	py	6627	6.47	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/distributions/wheel.py	wheel.py	.venv/Lib/site-packages/pip/_internal/distributions	py	1364	1.33	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/distributions/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/distributions	py	858	0.84	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/index/collector.py	collector.py	.venv/Lib/site-packages/pip/_internal/index	py	16144	15.77	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/index/package_finder.py	package_finder.py	.venv/Lib/site-packages/pip/_internal/index	py	41347	40.38	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/index/sources.py	sources.py	.venv/Lib/site-packages/pip/_internal/index	py	8639	8.44	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/index/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/index	py	29	0.03	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/locations/base.py	base.py	.venv/Lib/site-packages/pip/_internal/locations	py	2550	2.49	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/locations/_distutils.py	_distutils.py	.venv/Lib/site-packages/pip/_internal/locations	py	5975	5.83	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/locations/_sysconfig.py	_sysconfig.py	.venv/Lib/site-packages/pip/_internal/locations	py	7779	7.6	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/locations/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/locations	py	14022	13.69	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/metadata/base.py	base.py	.venv/Lib/site-packages/pip/_internal/metadata	py	25420	24.82	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/metadata/pkg_resources.py	pkg_resources.py	.venv/Lib/site-packages/pip/_internal/metadata	py	10544	10.3	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/metadata/_json.py	_json.py	.venv/Lib/site-packages/pip/_internal/metadata	py	2711	2.65	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/metadata/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/metadata	py	5824	5.69	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/metadata/importlib/_compat.py	_compat.py	.venv/Lib/site-packages/pip/_internal/metadata/importlib	py	2804	2.74	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/metadata/importlib/_dists.py	_dists.py	.venv/Lib/site-packages/pip/_internal/metadata/importlib	py	8711	8.51	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/metadata/importlib/_envs.py	_envs.py	.venv/Lib/site-packages/pip/_internal/metadata/importlib	py	5333	5.21	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/metadata/importlib/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/metadata/importlib	py	135	0.13	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/candidate.py	candidate.py	.venv/Lib/site-packages/pip/_internal/models	py	720	0.7	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/direct_url.py	direct_url.py	.venv/Lib/site-packages/pip/_internal/models	py	944	0.92	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/format_control.py	format_control.py	.venv/Lib/site-packages/pip/_internal/models	py	2471	2.41	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/index.py	index.py	.venv/Lib/site-packages/pip/_internal/models	py	1030	1.01	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/installation_report.py	installation_report.py	.venv/Lib/site-packages/pip/_internal/models	py	2846	2.78	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/link.py	link.py	.venv/Lib/site-packages/pip/_internal/models	py	21992	21.48	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/release_control.py	release_control.py	.venv/Lib/site-packages/pip/_internal/models	py	3365	3.29	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/scheme.py	scheme.py	.venv/Lib/site-packages/pip/_internal/models	py	558	0.54	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/search_scope.py	search_scope.py	.venv/Lib/site-packages/pip/_internal/models	py	4461	4.36	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/selection_prefs.py	selection_prefs.py	.venv/Lib/site-packages/pip/_internal/models	py	1503	1.47	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/target_python.py	target_python.py	.venv/Lib/site-packages/pip/_internal/models	py	4243	4.14	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/wheel.py	wheel.py	.venv/Lib/site-packages/pip/_internal/models	py	2920	2.85	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/models/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/models	py	62	0.06	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/network/auth.py	auth.py	.venv/Lib/site-packages/pip/_internal/network	py	20846	20.36	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/network/cache.py	cache.py	.venv/Lib/site-packages/pip/_internal/network	py	4862	4.75	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/network/download.py	download.py	.venv/Lib/site-packages/pip/_internal/network	py	12625	12.33	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/network/lazy_wheel.py	lazy_wheel.py	.venv/Lib/site-packages/pip/_internal/network	py	7646	7.47	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/network/session.py	session.py	.venv/Lib/site-packages/pip/_internal/network	py	19555	19.1	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/network/utils.py	utils.py	.venv/Lib/site-packages/pip/_internal/network	py	4091	4	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/network/xmlrpc.py	xmlrpc.py	.venv/Lib/site-packages/pip/_internal/network	py	1830	1.79	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/network/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/network	py	49	0.05	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/check.py	check.py	.venv/Lib/site-packages/pip/_internal/operations	py	5894	5.76	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/freeze.py	freeze.py	.venv/Lib/site-packages/pip/_internal/operations	py	9854	9.62	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/prepare.py	prepare.py	.venv/Lib/site-packages/pip/_internal/operations	py	29046	28.37	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/operations	py	0	0	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/build/build_tracker.py	build_tracker.py	.venv/Lib/site-packages/pip/_internal/operations/build	py	4771	4.66	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/build/metadata.py	metadata.py	.venv/Lib/site-packages/pip/_internal/operations/build	py	1421	1.39	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/build/metadata_editable.py	metadata_editable.py	.venv/Lib/site-packages/pip/_internal/operations/build	py	1509	1.47	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/build/wheel.py	wheel.py	.venv/Lib/site-packages/pip/_internal/operations/build	py	1136	1.11	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/build/wheel_editable.py	wheel_editable.py	.venv/Lib/site-packages/pip/_internal/operations/build	py	1478	1.44	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/build/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/operations/build	py	0	0	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/install/wheel.py	wheel.py	.venv/Lib/site-packages/pip/_internal/operations/install	py	27923	27.27	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/operations/install/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/operations/install	py	50	0.05	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/req/constructors.py	constructors.py	.venv/Lib/site-packages/pip/_internal/req	py	22918	22.38	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/req/pep723.py	pep723.py	.venv/Lib/site-packages/pip/_internal/req	py	1242	1.21	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/req/req_dependency_group.py	req_dependency_group.py	.venv/Lib/site-packages/pip/_internal/req	py	3145	3.07	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/req/req_file.py	req_file.py	.venv/Lib/site-packages/pip/_internal/req	py	20521	20.04	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/req/req_install.py	req_install.py	.venv/Lib/site-packages/pip/_internal/req	py	31845	31.1	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/req/req_set.py	req_set.py	.venv/Lib/site-packages/pip/_internal/req	py	2828	2.76	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/req/req_uninstall.py	req_uninstall.py	.venv/Lib/site-packages/pip/_internal/req	py	24501	23.93	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/req/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/req	py	3041	2.97	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/base.py	base.py	.venv/Lib/site-packages/pip/_internal/resolution	py	577	0.56	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/resolution	py	0	0	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/legacy/resolver.py	resolver.py	.venv/Lib/site-packages/pip/_internal/resolution/legacy	py	24061	23.5	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/legacy/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/resolution/legacy	py	0	0	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/base.py	base.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	5903	5.76	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/candidates.py	candidates.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	20912	20.42	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/factory.py	factory.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	36771	35.91	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/found_candidates.py	found_candidates.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	6018	5.88	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/provider.py	provider.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	12150	11.87	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/reporter.py	reporter.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	3918	3.83	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/requirements.py	requirements.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	8239	8.05	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/resolver.py	resolver.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	13437	13.12	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/resolution/resolvelib/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/resolution/resolvelib	py	0	0	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/appdirs.py	appdirs.py	.venv/Lib/site-packages/pip/_internal/utils	py	1681	1.64	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/compat.py	compat.py	.venv/Lib/site-packages/pip/_internal/utils	py	2514	2.46	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/compatibility_tags.py	compatibility_tags.py	.venv/Lib/site-packages/pip/_internal/utils	py	6630	6.47	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/datetime.py	datetime.py	.venv/Lib/site-packages/pip/_internal/utils	py	868	0.85	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/deprecation.py	deprecation.py	.venv/Lib/site-packages/pip/_internal/utils	py	4319	4.22	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/direct_url_helpers.py	direct_url_helpers.py	.venv/Lib/site-packages/pip/_internal/utils	py	3363	3.28	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/egg_link.py	egg_link.py	.venv/Lib/site-packages/pip/_internal/utils	py	2459	2.4	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/entrypoints.py	entrypoints.py	.venv/Lib/site-packages/pip/_internal/utils	py	3324	3.25	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/filesystem.py	filesystem.py	.venv/Lib/site-packages/pip/_internal/utils	py	6812	6.65	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/filetypes.py	filetypes.py	.venv/Lib/site-packages/pip/_internal/utils	py	689	0.67	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/glibc.py	glibc.py	.venv/Lib/site-packages/pip/_internal/utils	py	3726	3.64	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/hashes.py	hashes.py	.venv/Lib/site-packages/pip/_internal/utils	py	5040	4.92	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/logging.py	logging.py	.venv/Lib/site-packages/pip/_internal/utils	py	13414	13.1	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/misc.py	misc.py	.venv/Lib/site-packages/pip/_internal/utils	py	23704	23.15	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/packaging.py	packaging.py	.venv/Lib/site-packages/pip/_internal/utils	py	1601	1.56	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/pylock.py	pylock.py	.venv/Lib/site-packages/pip/_internal/utils	py	9358	9.14	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/retry.py	retry.py	.venv/Lib/site-packages/pip/_internal/utils	py	1461	1.43	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/subprocess.py	subprocess.py	.venv/Lib/site-packages/pip/_internal/utils	py	8983	8.77	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/temp_dir.py	temp_dir.py	.venv/Lib/site-packages/pip/_internal/utils	py	9307	9.09	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/unpacking.py	unpacking.py	.venv/Lib/site-packages/pip/_internal/utils	py	13537	13.22	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/urls.py	urls.py	.venv/Lib/site-packages/pip/_internal/utils	py	1601	1.56	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/virtualenv.py	virtualenv.py	.venv/Lib/site-packages/pip/_internal/utils	py	3455	3.37	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/wheel.py	wheel.py	.venv/Lib/site-packages/pip/_internal/utils	py	4468	4.36	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/_jaraco_text.py	_jaraco_text.py	.venv/Lib/site-packages/pip/_internal/utils	py	3350	3.27	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/_log.py	_log.py	.venv/Lib/site-packages/pip/_internal/utils	py	1015	0.99	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/utils/__init__.py	__init__.py	.venv/Lib/site-packages/pip/_internal/utils	py	0	0	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/vcs/bazaar.py	bazaar.py	.venv/Lib/site-packages/pip/_internal/vcs	py	3734	3.65	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/vcs/git.py	git.py	.venv/Lib/site-packages/pip/_internal/vcs	py	19144	18.7	2026-04-27 11:44:19
.venv/Lib/site-packages/pip/_internal/vcs/mercurial.py	mercurial.py	.venv/Lib/site-packages/pip/_internal/vcs	py	5575	5.44	2026-04-27 11:44:19
